content,label
"Nice Guy, no messing around, drive is straight to our destination safely.",0
nice guy. got me there without killing me,0
"Nice one I will be charged a penalty if I cancel on grabshare but I won't get a compensation if the driver cancel my ride. No more good amount of points for transaction, just threw my grabcard away",0
Nice person and good job,0
Nice Ride,0
Nice service,0
"nice sir, smooth driving.",0
"Nice, clean and comfortable car.",0
No more multipoint? 🥲,0
Not a bad app overall but drivers frequently cancel on you after you have already waited 15 minutes on them. Not very reliable... I would recommend Bolt instead if it is available in the country you are visiting.,0
Not satisfactory.. the driver now doesn't go to the place the customer specified.. the customer has to walk a long way to find a driver.. this has happened many times.. Please pick up the passenger where the passenger is..,0
"Not too happy with waiting for driver to drop someone else off. In some places I waited for half an hour before my driver arrive. This makes the driver arrival time unreliable, which messes with my arrival time",0
now days very very poor expensive very high ex;1km rm16😱😱,0
"Now grab is blocking users from booking grab when we cancel 2.rides at.a.time. when those rides drivers were too far away. No chance to reason them to unblock. That's why monopoly is dangerous for user. To everyone, better download app in-drive and try. You will see way less price difference between the two apps. grab monopoly will come to an end if enough people support new apps like in-drive",0
"nowadays, grab prices too much expensive",0
Ok as one the alternative transportations.,0
On time and reliable,0
Overpriced. Surcharges for taxi services are absurd (because it's a monopoly). Surcharges for food items are also absurd (higher prices than in restaurant itself plus delivery fee). Overall grab is a scam.,0
Passenger app grab,0
"paylater getting decreased, grab ride crazy expensive, food delivery charge higher than others app. should we just boycott grab for real?",0
perfect trip destination,0
"Perfect way to travel around in KL, TOP!",0
pleasant and polite driver.,0
PLEASE ADD ODD EVEN OPTION FOR grab CAR!,0
"Please allow your drivers to access other wayfinding apps. The maps used by the grab app are not OK. We are more often driven through alleys and closed/under construction vs. Waze or Google Maps. Now in Makati, Manila and Caloocan area.",0
"Please correct the accuracy of the maps. in the application the picture is already close, even though you are crossing the road, you have to go around the motorbike taxi first. waiting time changed to 15 minutes. it's troublesome if it's like that; troublesome drivers and users",0
Pls delete grab taxi app in this vivo device,0
Polite and Helpful.,0
polite and professional,0
Polite and welcoming🙏,0
"Poor maps accuracy, wasting time to wait",0
"Price increase.. Too high, especially peak hours.. Almost felt like peak hours all the time. Most people finish work at peak hours, not worth it during those time...",0
"Prices fare are getting more expensive..i hope more e hailing come,so we can choose the best price",0
punctual and friendly,0
Really nice and polite guy 5*s Very helpful,0
"reliable,safe and fast",0
"ride fares are expensive for pupils and students, vouchers are few",0
Ridiculous pricing. Ride are so hard to get. Maybe there's issue with grab management and their drivers.,0
safe drive,0
"Seriously this grab App sometime not working properly when Seaching location for other. Finally it's became to our own location. Waste of money, and unprofessionally job responses. Better uninstall for find better services. Go check detail the issue that you need to improve. Not always customer to tell you everything. Then the money is waste!",0
smooth and relaiable ride,0
smooth ride,0
smooth ride,0
So kind n humble,0
So... who the f care the driver is using Realme phone or not woh?,0
Some grab Driver in Malaysia are so rude!,0
sometimes it's quite sucks can't find a driver while lots of cars around. and while it's lower km distance that's hard to get Ride if get also the fare Will be high compared to long distance fare,0
"Sorry, I will throw away the grab application and will return to using the Gojek application because after calculating it, it turns out that grab is more expensive and it's very disappointing because often the promotions can't be used and a minimum order is also required to get free shipping but in reality you still have to pay shipping and it's free to subscribe to grab. unlimited",0
still not so cheap when it come to nearby🥺,0
"Stop forcing me to update ""to continue"". Let people update when its convenient, not when we are rushing",0
"Teribble service, 10x streaks location driver always too far from my location!!",0
"Terrible app...poor layout and cluttered design. Unable to amend payment. Was not clear that I had to pay in cash, could not pay with card after the trip, and took multiple tries with useless automated customer service to solve it myself direct with the lovely guy who drove me, no thanks to grab.",0
"Terrible service nowadays. Waiting for 40min to 1 hour, still not getting drivers",0
Thank you for sending Sy until you get home safely,0
Thank you sir rider for accommodating us.,0
thank you very convenient and feel safe♥️,0
The app does not automatically update the location of the app owner.,0
"The appearance is intended to be simple, but it actually makes users confused. Gojek's appearance is more user friendly. Even though sometimes Gojek is more expensive, Gojek is always the first one chosen hahaha",0
The car is available late. There is no other problem,0
the driver asks me to pay more than the original price?? from rm6 to rm8 my pick up point to the destination is not tht far why would the drive charge me more.,0
The driver has a good understanding of traffic laws,0
The driver is very helpful and accomodating,0
The driver is very polite.,0
The driver was excellent helped with my bags and the vehicle was Super Clean,0
"The driver was found quickly, not like an application that took a long time to find",0
The driver was very rude and cancelled the order for some reason also really hard to navigate where your location is,0
The fare gets more expensive when it's crowded.. It's noon,0
"The help center is not helpful. The driver also very problem and suddenly cancel my order when i am in rush for my personal matter 😮‍💨just because 4 person in 1 car include the driver . I don't understand, in 1 car should have 2 person include the driver??? I hope this things should not be happen again and please take action for this",0
"The service is fast, the demand for the price list just changed a little from what I expected. But the app navigates quickly",0
"The taxi getting slow at the moment, got cancelled a lot of times because the driver is too far away, pls fix the system",0
There are times when booking is hard. Fare is still high. Promos are always invalid or fully redeemed.,0
"There is a cancellation fee, but if the driver looks like a pig, there is no compensation",0
There Is not a single driver for 30 mins And the cost goes higher 👎👎👎,0
They are now matching further drivers to make you pay extra for 'premium' matching. My rides now match to drivers over 10 mins away under 'normal'. I accidentally clicked Premium and it matched under 30 sec to a driver 3 min away.,0
"They often change the price of a ride inside the app, which create a sudden outstanding payment. Such a bummer 👎",0
"This is an app that is very troublesome for irresponsible riders by canceling last minute, after 40 minutes waiting.Rm 5 voucher is very useless compared to not being able to go to class for school.Low rate is very suitable for this App.",0
"Tired of the driver. Type ""side application driver. Cust service 👎🏻👎🏻👎🏻👎🏻👎🏻",0
"TOLL SCAM. Beware of grab car drivers illegally putting ""toll fee"" even if you paid it separately. These drivers put these fees illegally on top of your fare. Resolve this matter grab, your drivers should not have the power to authorize charges on our credit cards. I'll be reporting you to authorities.",0
"Too much expensive rates, for God sake 300% high fair, RM 22 I was using to return home from work now it's RM 45, come on, I think Malaysian government need to take a actions against this scam",0
Too pricy. It's RM 81 from Kepong to UNHCR Office at around 7:00 am in the morning on 08/03/2024. Imagine....! And the worst thing that has ever happened to me was that ur driver made me waited for 1 hour but never turned up. The incident happened on 28/02/2024. I wrote to the driver who accepted my booking enquiring about the reason for not turning up but the driver never responded back. I made calls too but the driver never bother to pick up. Such things are very unprofessional.,0
Traffic has improved around airport. Drivers are abundant and ready on call.,0
"Travel at night, avoid traffic nightmares...",0
Twas a great grab ride. driver was very professional and friendly.,0
unsatisfied with the service i get when it's urgent that i need to go somewhere. it must be intentional that i get drivers that accept and stay put for 20 minutes and not moving at all and the funny thing is it happens back to back. parang sinasadya nyo na mang-gago e pwede bang ayusin nyo,0
"Using all the cellphone promo icons, the driver's position is crazy... better function than fashion!!! Your UI/UIX designers suck!!",0
"very bad, it's already expensive even though it's close",0
Very comfortable and safe,0
Very efficiently,0
Very friendly driver,0
very good! helped me in Bali a lot!!,0
very helpful ☺️,0
very nice communicate,0
"Very nice driver. Prompt,knowledgeable, and extremely friendly.",0
Very nice person great,0
very pleasant driver and clean car,0
Very pleasant driver!,0
very useful and easy to use in Bangkok and Vietnam,0
Waiting time for drivers was too long. The drivers picked up in wrong location but still said he arrived and only waited for me 5 minutes. I could not use that server but still had paid for that. Reported but no feedback,0
"Was a bit confused when taking a car for the first time, but overall easy to use app.",0
"What is this...i canceled two times because of the driver want to reach my place about 11 to 10 minutes so i try to book 3rd time and then the sistem show me, because of i cancel many times so i need to wait about 22 hours for the next grab booking, so mean for the whole day i canot use the grab right...what is this previously i can cancel and rebook again...grab why this happened is this your new guideline so its okay i will uninstall",0
What kind of app is this every time I want to order grab always busy driver..,0
"Where's the cheap grab car, wow, do you want to squeeze people's money, it's expensive, even 21 thousand",0
Why grab is not allowed for PAYMENT METHOD for FOOD and grab CAR????,0
Would be nice if had an option to pre-book,0
yes to jeepney phaseout,0
You are a good driver even if he passes,0
your driver told me to cancel the trip so he should be charged the penalty not me,0
Your service is poor. Drivers rejected my booking. From 5 stars now I rate 1 stars.,0
"Zero customer support. Drivers won't cancel on you, they just park their car and wait for you to cancel, then grab charges you. F grab. I'm addition basic app features are nonintuitive and don't work. F grab.",0
